0001	0,668132	1,000000	0,982700
0002	1,540105	1,000000	0,448000
0003	1,922745	1,000000	0,319800
0004	2,089926	1,000000	0,267700
0005	2,195153	1,000000	0,238400
0006	2,266545	1,000000	0,219100
0007	2,314582	1,000000	0,206300
0008	2,350874	1,000000	0,196600
0009	2,382601	1,000000	0,188000
0010	2,402549	1,000000	0,182700
0011	2,421103	1,000000	0,177600
0012	2,435097	1,000000	0,173800
0013	2,449389	1,000000	0,169500
0014	2,461691	1,000000	0,167000
0015	2,473599	1,000000	0,164100
0016	2,481841	1,000000	0,162700
0017	2,489952	1,000000	0,160100
0018	2,498658	1,000000	0,158200
0019	2,504749	1,000000	0,156600
0020	2,509531	1,000000	0,155300
0021	2,515771	1,000000	0,153800
0022	2,520923	1,000000	0,152200
0023	2,524905	1,000000	0,151600
0024	2,528679	1,000000	0,150600
0025	2,532544	1,000000	0,149800
0026	2,536813	1,000000	0,149000
0027	2,541850	1,000000	0,147900
0028	2,546368	1,000000	0,147300
0029	2,548403	1,000000	0,147000
0030	2,553159	1,000000	0,145900
