0001	0,332171	0,146962	1,000000
0002	0,210984	0,059475	0,999800
0003	0,125628	0,005362	1,000000
0004	0,074428	0,000338	1,000000
0005	0,045236	0,000025	1,000000
0006	0,029327	0,000000	1,000000
0007	0,020839	0,000000	1,000000
0008	0,016950	0,000000	1,000000
0009	0,014578	0,000000	1,000000
0010	0,012984	0,000000	1,000000
0011	0,012184	0,000000	1,000000
0012	0,011229	0,000000	1,000000
0013	0,010403	0,000000	1,000000
0014	0,010108	0,000000	1,000000
0015	0,009552	0,000000	1,000000
0016	0,008850	0,000000	1,000000
0017	0,008504	0,000000	1,000000
0018	0,008122	0,000000	1,000000
0019	0,007711	0,000000	1,000000
0020	0,007593	0,000000	1,000000
0021	0,007387	0,000000	1,000000
0022	0,007178	0,000000	1,000000
0023	0,006837	0,000000	1,000000
0024	0,006767	0,000000	1,000000
0025	0,006425	0,000000	1,000000
0026	0,006437	0,000000	1,000000
0027	0,006216	0,000000	1,000000
0028	0,006189	0,000000	1,000000
0029	0,006148	0,000000	1,000000
0030	0,006056	0,000000	1,000000
