0001	0,659295	0,243525	0,982700
0002	0,415084	0,203075	0,981800
0003	0,301093	0,124500	0,992300
0004	0,258618	0,071050	0,993600
0005	0,238659	0,048850	0,994900
0006	0,225667	0,039950	0,994900
0007	0,216102	0,037375	0,996500
0008	0,208771	0,033450	0,996900
0009	0,206233	0,033250	0,996700
0010	0,198327	0,032050	0,997800
0011	0,193380	0,029325	0,997600
0012	0,186548	0,029975	0,998600
0013	0,189518	0,027525	0,997600
0014	0,184378	0,027375	0,997900
0015	0,182996	0,025400	0,998200
0016	0,179060	0,025025	0,998900
0017	0,182006	0,025275	0,997700
0018	0,178756	0,025600	0,998800
0019	0,178878	0,025050	0,997900
0020	0,179293	0,022775	0,997900
0021	0,174836	0,024800	0,998600
0022	0,172363	0,023875	0,998600
0023	0,170577	0,022100	0,998800
0024	0,166998	0,022925	0,998700
0025	0,169799	0,022800	0,998700
0026	0,168040	0,020750	0,998900
0027	0,164651	0,020350	0,998900
0028	0,163572	0,020600	0,998800
0029	0,162721	0,019850	0,999200
0030	0,166557	0,021100	0,998700
