0001	0,668132	0,998375	0,982700	0,000000	173,000000
0002	1,290950	1,000000	0,507700	0,196025	4923,000000
0003	1,436813	1,000000	0,417400	0,073975	5826,000000
0004	1,500573	1,000000	0,377200	0,039175	6228,000000
0005	1,540741	1,000000	0,353500	0,027525	6465,000000
0006	1,566793	1,000000	0,338600	0,018750	6614,000000
0007	1,586609	1,000000	0,326100	0,013200	6739,000000
0008	1,599504	1,000000	0,318500	0,009550	6815,000000
0009	1,609477	1,000000	0,312800	0,008450	6872,000000
0010	1,618938	1,000000	0,306900	0,006250	6931,000000
0011	1,627548	1,000000	0,302100	0,006100	6979,000000
0012	1,633514	1,000000	0,298800	0,005650	7012,000000
0013	1,639092	1,000000	0,296000	0,004575	7040,000000
0014	1,644956	1,000000	0,292800	0,004200	7072,000000
0015	1,649728	1,000000	0,289900	0,003675	7101,000000
0016	1,652658	1,000000	0,288600	0,002425	7114,000000
0017	1,656747	1,000000	0,286400	0,003225	7136,000000
0018	1,658971	1,000000	0,285200	0,001800	7148,000000
0019	1,662691	1,000000	0,283700	0,002800	7163,000000
0020	1,665784	1,000000	0,282000	0,002425	7180,000000
0021	1,668720	1,000000	0,280600	0,002100	7194,000000
0022	1,670963	1,000000	0,279200	0,001250	7208,000000
0023	1,672917	1,000000	0,278000	0,001375	7220,000000
0024	1,674476	1,000000	0,276900	0,001375	7231,000000
0025	1,675728	1,000000	0,276000	0,001350	7240,000000
0026	1,677394	1,000000	0,275500	0,001675	7245,000000
0027	1,678349	1,000000	0,275200	0,001275	7248,000000
0028	1,679245	1,000000	0,274900	0,000775	7251,000000
0029	1,680757	1,000000	0,274100	0,001125	7259,000000
0030	1,682813	1,000000	0,273100	0,001025	7269,000000
0031	1,777803	0,469375	0,272900	0,000800	7271,000000
0032	1,544645	0,955950	0,348800	0,180025	6512,000000
0033	1,542131	0,994625	0,343500	0,033725	6565,000000
0034	1,559658	0,999300	0,333000	0,016550	6670,000000
0035	1,575902	0,999650	0,324700	0,012625	6753,000000
0036	1,588953	1,000000	0,317100	0,009875	6829,000000
0037	1,599780	1,000000	0,311000	0,006975	6890,000000
0038	1,609808	1,000000	0,305800	0,006050	6942,000000
0039	1,617070	1,000000	0,302400	0,004450	6976,000000
0040	1,622297	1,000000	0,299600	0,004000	7004,000000
0041	1,627502	1,000000	0,296500	0,003975	7035,000000
0042	1,631887	1,000000	0,294400	0,004150	7056,000000
0043	1,635379	1,000000	0,292700	0,002625	7073,000000
0044	1,640000	1,000000	0,290100	0,002800	7099,000000
0045	1,644494	1,000000	0,288000	0,002900	7120,000000
0046	1,647041	1,000000	0,286700	0,002875	7133,000000
0047	1,650566	1,000000	0,285400	0,002775	7146,000000
0048	1,653625	1,000000	0,283600	0,001750	7164,000000
0049	1,656421	1,000000	0,282200	0,001900	7178,000000
0050	1,658810	1,000000	0,280800	0,002000	7192,000000
0051	1,660841	1,000000	0,279700	0,001800	7203,000000
0052	1,662917	1,000000	0,278800	0,001875	7212,000000
