0001	0,668132	1,000000	0,982700
0002	1,563039	1,000000	0,444400
0003	2,100745	1,000000	0,299700
0004	2,463309	1,000000	0,233100
0005	2,703079	1,000000	0,196100
0006	2,890233	1,000000	0,170600
0007	3,010432	1,000000	0,154300
0008	3,102291	1,000000	0,143100
0009	3,185219	1,000000	0,132200
0010	3,256219	1,000000	0,125100
0011	3,300054	1,000000	0,120500
0012	3,344371	1,000000	0,115500
0013	3,385814	1,000000	0,110800
0014	3,420524	1,000000	0,107300
0015	3,449657	1,000000	0,103600
0016	3,479717	1,000000	0,100500
0017	3,501488	1,000000	0,098000
0018	3,523202	1,000000	0,095900
0019	3,544157	1,000000	0,093900
0020	3,560804	1,000000	0,092500
0021	3,574603	1,000000	0,091500
0022	3,585393	1,000000	0,090500
0023	3,603044	1,000000	0,088600
0024	3,610404	1,000000	0,088200
0025	3,618296	1,000000	0,087200
0026	3,626211	1,000000	0,086400
0027	3,632643	1,000000	0,085600
0028	3,637954	1,000000	0,084700
0029	3,648623	1,000000	0,083700
0030	3,652741	1,000000	0,083300
