0001	0,849161	0,300500	0,864400
0002	0,587723	0,406150	0,908100
0003	0,503511	0,416600	0,924900
0004	0,485021	0,380300	0,921800
0005	0,484713	0,338150	0,916100
0006	0,493234	0,287050	0,910600
0007	0,489011	0,274950	0,913500
0008	0,489802	0,267050	0,914100
0009	0,484605	0,273250	0,917500
0010	0,483892	0,268750	0,915800
0011	0,479817	0,269200	0,919800
0012	0,475857	0,270000	0,918800
0013	0,479145	0,271700	0,917000
0014	0,474161	0,277050	0,921700
0015	0,479037	0,270800	0,916500
0016	0,473467	0,267200	0,920000
0017	0,477902	0,264050	0,918100
0018	0,472848	0,270700	0,919600
0019	0,470255	0,275950	0,923600
0020	0,476755	0,265100	0,915300
0021	0,477644	0,265850	0,918400
0022	0,474489	0,271850	0,917800
0023	0,479548	0,267700	0,914400
0024	0,472204	0,265950	0,921800
0025	0,475770	0,273050	0,918300
0026	0,483025	0,266550	0,915100
0027	0,482989	0,270950	0,916000
0028	0,476149	0,265100	0,918800
0029	0,475002	0,269950	0,920000
0030	0,475349	0,272950	0,920900
