0001	0,668132	1,000000	0,982700	0,000000
0002	3,764054	0,490700	0,082800	0,000900
0003	3,843301	0,406000	0,077200	0,000425
0004	3,859478	0,379925	0,075900	0,000700
0005	3,848553	0,389400	0,078300	0,000575
0006	3,842999	0,385400	0,077900	0,000625
0007	3,853814	0,403350	0,077500	0,000625
0008	3,874082	0,374325	0,075900	0,000750
0009	3,858379	0,365825	0,078000	0,000300
0010	3,849383	0,381000	0,078300	0,000800
0011	3,856808	0,382725	0,078100	0,000425
0012	3,849653	0,390175	0,078200	0,000175
0013	3,865263	0,371100	0,078400	0,000750
0014	3,861997	0,379350	0,076500	0,000650
0015	3,857272	0,380700	0,077500	0,000875
0016	3,860098	0,390400	0,076700	0,000525
0017	3,860293	0,390775	0,077200	0,000900
0018	3,867948	0,366475	0,076700	0,001075
0019	3,858081	0,383025	0,077700	0,000925
0020	3,863927	0,366200	0,077200	0,001025
0021	3,857026	0,378150	0,076400	0,000250
0022	3,862731	0,380575	0,078100	0,000450
0023	3,868016	0,369525	0,078800	0,000300
0024	3,857400	0,392300	0,078700	0,000925
0025	3,866770	0,395625	0,077000	0,000625
0026	3,874624	0,355950	0,077500	0,000650
0027	3,849372	0,365500	0,077600	0,001175
0028	3,863058	0,391850	0,077600	0,000925
0029	3,851367	0,366325	0,078700	0,001625
0030	3,846599	0,381900	0,078000	0,001150
0031	3,852091	0,382050	0,078200	0,001300
0032	3,864743	0,378375	0,078000	0,000250
0033	3,855776	0,402200	0,077200	0,000725
0034	3,867861	0,388650	0,076900	0,001150
0035	3,870016	0,376025	0,079200	0,000300
0036	3,864595	0,361300	0,078100	0,000675
0037	3,862789	0,374075	0,078000	0,000500
0038	3,874608	0,378400	0,077100	0,000650
0039	3,861331	0,400275	0,077300	0,000775
0040	3,862668	0,391350	0,076700	0,000325
0041	3,866947	0,372050	0,076800	0,000700
0042	3,866257	0,366025	0,078000	0,000500
0043	3,853695	0,392550	0,078700	0,000675
0044	3,867417	0,382000	0,078700	0,000750
0045	3,861067	0,367800	0,078700	0,000200
0046	3,842081	0,392425	0,078000	0,000775
0047	3,864179	0,379350	0,077900	0,000950
0048	3,863931	0,374825	0,078900	0,001225
0049	3,861267	0,382550	0,077800	0,000450
0050	3,857652	0,371925	0,077900	0,000475
