0001	0,471604	0,205538	0,999800
0002	0,290598	0,119000	0,997200
0003	0,179237	0,031125	0,999800
0004	0,117780	0,005850	1,000000
0005	0,087859	0,001138	1,000000
0006	0,075699	0,000738	1,000000
0007	0,068161	0,000412	1,000000
0008	0,061297	0,000362	1,000000
0009	0,058054	0,000388	1,000000
0010	0,054961	0,000388	1,000000
0011	0,052441	0,000275	1,000000
0012	0,048913	0,000100	1,000000
0013	0,048512	0,000150	1,000000
0014	0,044563	0,000088	1,000000
0015	0,043718	0,000125	1,000000
0016	0,041633	0,000162	1,000000
0017	0,040142	0,000075	1,000000
0018	0,039098	0,000075	1,000000
0019	0,038189	0,000062	1,000000
0020	0,036699	0,000050	1,000000
0021	0,035408	0,000000	1,000000
0022	0,035126	0,000000	1,000000
0023	0,034593	0,000025	1,000000
0024	0,034049	0,000025	1,000000
0025	0,033327	0,000038	1,000000
0026	0,033019	0,000025	1,000000
0027	0,032140	0,000025	1,000000
0028	0,032824	0,000025	1,000000
0029	0,033126	0,000050	1,000000
0030	0,031275	0,000000	1,000000
