0001	0,668132	0,407775	0,982700
0002	0,446509	0,487800	0,952400
0003	0,333765	0,510125	0,974900
0004	0,279321	0,517400	0,985700
0005	0,254905	0,534050	0,990900
0006	0,238265	0,532100	0,991700
0007	0,227344	0,531675	0,994300
0008	0,217954	0,535300	0,995200
0009	0,215551	0,519950	0,994400
0010	0,210750	0,489625	0,996300
0011	0,214017	0,463100	0,994700
0012	0,214811	0,420650	0,993900
0013	0,216226	0,408775	0,993100
0014	0,215129	0,401175	0,994700
0015	0,212159	0,397600	0,994400
0016	0,212795	0,396850	0,993700
0017	0,206926	0,398725	0,996300
0018	0,206276	0,402500	0,995700
0019	0,205233	0,406350	0,994900
0020	0,204049	0,407650	0,995000
0021	0,206589	0,395050	0,994500
0022	0,203497	0,397275	0,995900
0023	0,206111	0,398250	0,994400
0024	0,203586	0,407675	0,995200
0025	0,208744	0,400775	0,993900
0026	0,206361	0,400325	0,994700
0027	0,205518	0,415000	0,994200
0028	0,204548	0,404550	0,994700
0029	0,197118	0,407475	0,996000
0030	0,196799	0,408325	0,996500
